iteration,input_physics_iteration,output_physics_iteration,physics_backend,physics_value_count,actuator_count,duration_sec,input_physics_json,output_physics_json,scada_poll_json,scada_downlink_json,actuator_state_json
49,49,50,dhalsim_epynet,30,11,0.3521183429984376,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0049.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0050.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0049.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0049.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0049.json
50,50,51,dhalsim_epynet,30,11,0.35605794901493937,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0050.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0051.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0050.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0050.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0050.json
51,51,52,dhalsim_epynet,30,11,0.35684425599174574,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0051.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0052.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0051.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0051.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0051.json
52,52,53,dhalsim_epynet,30,11,0.3625191309838556,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0052.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0053.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0052.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0052.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0052.json
53,53,54,dhalsim_epynet,30,11,0.34616720804478973,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0053.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0054.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0053.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0053.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0053.json
54,54,55,dhalsim_epynet,30,11,0.3512270720093511,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0054.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0055.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0054.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0054.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0054.json
55,55,56,dhalsim_epynet,30,11,0.3570101860095747,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0055.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0056.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0055.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0055.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0055.json
56,56,57,dhalsim_epynet,30,11,0.35192309599369764,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0056.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0057.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0056.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0056.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0056.json
57,57,58,dhalsim_epynet,30,11,0.35710019897669554,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0057.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0058.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0057.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0057.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0057.json
58,58,59,dhalsim_epynet,30,11,0.3568565850146115,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0058.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0059.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0058.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0058.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0058.json
59,59,60,dhalsim_epynet,30,11,0.3567752899834886,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0059.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0060.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0059.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0059.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0059.json
60,60,61,dhalsim_epynet,30,11,0.3514959349995479,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0060.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0061.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0060.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0060.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0060.json
61,61,62,dhalsim_epynet,30,11,0.35208825900917873,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0061.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0062.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0061.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0061.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0061.json
62,62,63,dhalsim_epynet,30,11,0.3515418950119056,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0062.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0063.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0062.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0062.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0062.json
63,63,64,dhalsim_epynet,30,11,0.35645674902480096,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0063.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0064.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0063.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0063.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0063.json
64,64,65,dhalsim_epynet,30,11,0.34890386601909995,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0064.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0065.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0064.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0064.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0064.json
65,65,66,dhalsim_epynet,30,11,0.35595045797526836,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0065.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0066.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0065.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0065.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0065.json
66,66,67,dhalsim_epynet,30,11,0.3615908200154081,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0066.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0067.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0066.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0066.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0066.json
67,67,68,dhalsim_epynet,30,11,0.3441291489871219,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0067.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0068.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0067.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0067.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0067.json
68,68,69,dhalsim_epynet,30,11,0.3460025819949806,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0068.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0069.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0068.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0068.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0068.json
69,69,70,dhalsim_epynet,30,11,0.35663022502558306,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0069.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0070.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0069.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0069.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0069.json
70,70,71,dhalsim_epynet,30,11,0.3566820160485804,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0070.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0071.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0070.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0070.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0070.json
71,71,72,dhalsim_epynet,30,11,0.35004672495415434,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0071.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0072.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0071.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0071.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0071.json
72,72,73,dhalsim_epynet,30,11,0.3508577150059864,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0072.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0073.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0072.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0072.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0072.json
73,73,74,dhalsim_epynet,30,11,0.34298640600172803,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0073.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0074.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0073.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0073.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0073.json
74,74,75,dhalsim_epynet,30,11,0.35110556095605716,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0074.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0075.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0074.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0074.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0074.json
75,75,76,dhalsim_epynet,30,11,0.3587337520439178,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0075.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0076.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0075.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0075.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0075.json
76,76,77,dhalsim_epynet,30,11,0.34628678497392684,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0076.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0077.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0076.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0076.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0076.json
77,77,78,dhalsim_epynet,30,11,0.35176098498050123,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0077.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0078.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0077.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0077.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0077.json
78,78,79,dhalsim_epynet,30,11,0.3575131249963306,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0078.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0079.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0078.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0078.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0078.json
79,79,80,dhalsim_epynet,30,11,0.3466270009521395,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0079.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0080.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0079.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0079.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0079.json
80,80,81,dhalsim_epynet,30,11,0.3524424640345387,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0080.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0081.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0080.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0080.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0080.json
81,81,82,dhalsim_epynet,30,11,0.35133696999400854,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0081.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0082.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0081.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0081.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0081.json
82,82,83,dhalsim_epynet,30,11,0.35662137501640245,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0082.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0083.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0082.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0082.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0082.json
83,83,84,dhalsim_epynet,30,11,0.3564393449923955,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0083.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0084.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0083.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0083.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0083.json
84,84,85,dhalsim_epynet,30,11,0.3514567270176485,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0084.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0085.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0084.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0084.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0084.json
85,85,86,dhalsim_epynet,30,11,0.34692252601962537,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0085.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0086.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0085.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0085.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0085.json
86,86,87,dhalsim_epynet,30,11,0.35172529896954075,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0086.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0087.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0086.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0086.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0086.json
87,87,88,dhalsim_epynet,30,11,0.3464491319609806,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0087.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0088.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0087.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0087.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0087.json
88,88,89,dhalsim_epynet,30,11,0.3516597480047494,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0088.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0089.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0088.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0088.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0088.json
89,89,90,dhalsim_epynet,30,11,0.3513100469717756,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0089.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0090.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0089.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0089.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0089.json
90,90,91,dhalsim_epynet,30,11,0.35857965098693967,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0090.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0091.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0090.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0090.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0090.json
91,91,92,dhalsim_epynet,30,11,0.34945979597978294,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0091.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0092.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0091.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0091.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0091.json
92,92,93,dhalsim_epynet,30,11,0.35695298202335835,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0092.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0093.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0092.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0092.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0092.json
93,93,94,dhalsim_epynet,30,11,0.3519679210148752,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0093.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0094.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0093.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0093.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0093.json
94,94,95,dhalsim_epynet,30,11,0.3565166509943083,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0094.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0095.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0094.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0094.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0094.json
95,95,96,dhalsim_epynet,30,11,0.3513548439950682,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0095.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0096.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0095.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0095.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0095.json
96,96,97,dhalsim_epynet,30,11,0.3511991270352155,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0096.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/physics_0097.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_poll_0096.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/scada_downlink_0096.json,/home/lzh/MASTER/CODE/hydro-cps-sim/examples/c_town/output/runtime/json/actuator_state_0096.json
