iteration,poll_md_total,poll_coil_total,poll_error_total,downlink_written_total,downlink_skipped_total,downlink_error_total,downlink.PLC1.error_count,downlink.PLC1.ip,downlink.PLC1.skipped_count,downlink.PLC1.write.PLC2_T1.md_index,downlink.PLC1.write.PLC2_T1.source,downlink.PLC1.write.PLC2_T1.value,downlink.PLC1.written_count,downlink.PLC2.error_count,downlink.PLC2.ip,downlink.PLC2.skipped_count,downlink.PLC2.write.PLC3_T2.md_index,downlink.PLC2.write.PLC3_T2.source,downlink.PLC2.write.PLC3_T2.value,downlink.PLC2.write.PLC4_T3.md_index,downlink.PLC2.write.PLC4_T3.source,downlink.PLC2.write.PLC4_T3.value,downlink.PLC2.write.PLC4_T4.md_index,downlink.PLC2.write.PLC4_T4.source,downlink.PLC2.write.PLC4_T4.value,downlink.PLC2.written_count,downlink.PLC3.error_count,downlink.PLC3.ip,downlink.PLC3.skipped_count,downlink.PLC3.written_count,downlink.PLC4.error_count,downlink.PLC4.ip,downlink.PLC4.skipped_count,downlink.PLC4.write.PLC7_T5.md_index,downlink.PLC4.write.PLC7_T5.source,downlink.PLC4.write.PLC7_T5.value,downlink.PLC4.write.PLC9_T7.md_index,downlink.PLC4.write.PLC9_T7.source,downlink.PLC4.write.PLC9_T7.value,downlink.PLC4.written_count,downlink.PLC5.error_count,downlink.PLC5.ip,downlink.PLC5.skipped_count,downlink.PLC5.written_count,downlink.PLC7.error_count,downlink.PLC7.ip,downlink.PLC7.skipped_count,downlink.PLC7.written_count,downlink.PLC8.error_count,downlink.PLC8.ip,downlink.PLC8.skipped_count,downlink.PLC8.written_count,downlink.PLC9.error_count,downlink.PLC9.ip,downlink.PLC9.skipped_count,downlink.PLC9.written_count,poll.PLC1.coil_count,poll.PLC1.error_count,poll.PLC1.ip,poll.PLC1.md.PLC1_J269,poll.PLC1.md.PLC1_J280,poll.PLC1.md.PLC1_PU1F,poll.PLC1.md.PLC1_PU2F,poll.PLC1.md.PLC2_T1,poll.PLC1.md_count,poll.PLC2.coil_count,poll.PLC2.error_count,poll.PLC2.ip,poll.PLC2.md.PLC2_T1,poll.PLC2.md.PLC3_T2,poll.PLC2.md.PLC4_T3,poll.PLC2.md.PLC4_T4,poll.PLC2.md_count,poll.PLC3.coil_count,poll.PLC3.error_count,poll.PLC3.ip,poll.PLC3.md.PLC3_J14,poll.PLC3.md.PLC3_J256,poll.PLC3.md.PLC3_J289,poll.PLC3.md.PLC3_J300,poll.PLC3.md.PLC3_J415,poll.PLC3.md.PLC3_J422,poll.PLC3.md.PLC3_PU4F,poll.PLC3.md.PLC3_PU5F,poll.PLC3.md.PLC3_PU6F,poll.PLC3.md.PLC3_PU7F,poll.PLC3.md.PLC3_T2,poll.PLC3.md.PLC3_V2F,poll.PLC3.md_count,poll.PLC4.coil_count,poll.PLC4.error_count,poll.PLC4.ip,poll.PLC4.md.PLC4_T3,poll.PLC4.md.PLC4_T4,poll.PLC4.md.PLC7_T5,poll.PLC4.md.PLC9_T7,poll.PLC4.md_count,poll.PLC5.coil_count,poll.PLC5.error_count,poll.PLC5.ip,poll.PLC5.md.PLC5_J302,poll.PLC5.md.PLC5_J306,poll.PLC5.md.PLC5_J307,poll.PLC5.md.PLC5_J317,poll.PLC5.md.PLC5_PU10F,poll.PLC5.md.PLC5_PU11F,poll.PLC5.md.PLC5_PU8F,poll.PLC5.md_count,poll.PLC7.coil_count,poll.PLC7.error_count,poll.PLC7.ip,poll.PLC7.md.PLC7_T5,poll.PLC7.md_count,poll.PLC8.coil_count,poll.PLC8.error_count,poll.PLC8.ip,poll.PLC8.md.PLC8_T6,poll.PLC8.md_count,poll.PLC9.coil_count,poll.PLC9.error_count,poll.PLC9.ip,poll.PLC9.md.PLC9_T7,poll.PLC9.md_count
28,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.845116376876831,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,0.9140322208404541,2,poll:PLC4:PLC4_T3,4.007615566253662,3,poll:PLC4:PLC4_T4,3.4785189628601074,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,2.3901405334472656,2,poll:PLC9:PLC9_T7,2.307039260864258,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.1491813659668,2.9755146503448486,95.94709777832031,95.96590423583984,2.8546507358551025,5,0,0,192.168.2.1,2.845116376876831,0.8934811353683472,3.9612815380096436,3.4276509284973145,4,0,0,192.168.3.1,28.845909118652344,91.56871032714844,25.859947204589844,25.803085327148438,87.30204772949219,27.945907592773438,32.78042984008789,0.0,0.0,47.824188232421875,0.9140322208404541,103.71744537353516,12,0,0,192.168.4.1,4.007615566253662,3.4785189628601074,2.3336589336395264,2.245021343231201,4,0,0,192.168.5.1,21.40013885498047,83.98448944091797,21.29020881652832,69.60885620117188,30.51707649230957,0.0,34.64339828491211,7,0,0,192.168.7.1,2.3901405334472656,1,0,0,192.168.8.1,5.28463077545166,1,0,0,192.168.9.1,2.307039260864258,1
29,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.8356542587280273,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,0.9344775080680847,2,poll:PLC4:PLC4_T3,4.053927421569824,3,poll:PLC4:PLC4_T4,3.5293500423431396,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,2.44657039642334,2,poll:PLC9:PLC9_T7,2.368908405303955,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.14654541015625,2.9755122661590576,95.9520263671875,95.97083282470703,2.845116376876831,5,0,0,192.168.2.1,2.8356542587280273,0.9140322208404541,4.007615566253662,3.4785189628601074,4,0,0,192.168.3.1,28.861204147338867,91.60282897949219,25.876556396484375,25.819732666015625,87.34246063232422,27.96120262145996,32.769432067871094,0.0,0.0,47.811100006103516,0.9344775080680847,103.57444763183594,12,0,0,192.168.4.1,4.053927421569824,3.5293500423431396,2.3901405334472656,2.307039260864258,4,0,0,192.168.5.1,21.401111602783203,84.01805114746094,21.291263580322266,69.6500473022461,30.5048770904541,0.0,34.624244689941406,7,0,0,192.168.7.1,2.44657039642334,1,0,0,192.168.8.1,5.310286521911621,1,0,0,192.168.9.1,2.368908405303955,1
30,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.826263904571533,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,0.9548175930976868,2,poll:PLC4:PLC4_T3,4.100216865539551,3,poll:PLC4:PLC4_T4,3.580144166946411,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,2.502948522567749,2,poll:PLC9:PLC9_T7,2.4306294918060303,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.14392852783203,2.9755098819732666,95.9569091796875,95.97572326660156,2.8356542587280273,5,0,0,192.168.2.1,2.826263904571533,0.9344775080680847,4.053927421569824,3.5293500423431396,4,0,0,192.168.3.1,28.87643814086914,91.63691711425781,25.893098831176758,25.836315155029297,87.3828353881836,27.976436614990234,32.75841522216797,0.0,0.0,47.7979850769043,0.9548175930976868,103.43201446533203,12,0,0,192.168.4.1,4.100216865539551,3.580144166946411,2.44657039642334,2.368908405303955,4,0,0,192.168.5.1,21.402116775512695,84.05158233642578,21.292348861694336,69.69119262695312,30.492692947387695,0.0,34.605106353759766,7,0,0,192.168.7.1,2.502948522567749,1,0,0,192.168.8.1,5.335984706878662,1,0,0,192.168.9.1,2.4306294918060303,1
31,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.8169448375701904,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,0.975053071975708,2,poll:PLC4:PLC4_T3,4.146484375,3,poll:PLC4:PLC4_T4,3.630901336669922,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,2.559274673461914,2,poll:PLC9:PLC9_T7,2.4922025203704834,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.14133834838867,2.9755077362060547,95.96174621582031,95.98056030273438,2.826263904571533,5,0,0,192.168.2.1,2.8169448375701904,0.9548175930976868,4.100216865539551,3.580144166946411,4,0,0,192.168.3.1,28.89160919189453,91.67095947265625,25.909574508666992,25.85283088684082,87.42316436767578,27.991609573364258,32.747379302978516,0.0,0.0,47.78485870361328,0.975053071975708,103.2901611328125,12,0,0,192.168.4.1,4.146484375,3.630901336669922,2.502948522567749,2.4306294918060303,4,0,0,192.168.5.1,21.403154373168945,84.0851058959961,21.293468475341797,69.73228454589844,30.48052978515625,0.0,34.58598709106445,7,0,0,192.168.7.1,2.559274673461914,1,0,0,192.168.8.1,5.361723899841309,1,0,0,192.168.9.1,2.4922025203704834,1
32,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.807697296142578,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,0.9951844215393066,2,poll:PLC4:PLC4_T3,4.1927289962768555,3,poll:PLC4:PLC4_T4,3.681621789932251,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,2.615549325942993,2,poll:PLC9:PLC9_T7,2.5536282062530518,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.13877487182617,2.9755053520202637,95.9665298461914,95.98534393310547,2.8169448375701904,5,0,0,192.168.2.1,2.807697296142578,0.975053071975708,4.146484375,3.630901336669922,4,0,0,192.168.3.1,28.906723022460938,91.70496368408203,25.92598533630371,25.869281768798828,87.46343994140625,28.00672149658203,32.736324310302734,0.0,0.0,47.7717170715332,0.9951844215393066,103.14887237548828,12,0,0,192.168.4.1,4.1927289962768555,3.681621789932251,2.559274673461914,2.4922025203704834,4,0,0,192.168.5.1,21.404224395751953,84.11860656738281,21.294620513916016,69.77333068847656,30.4683837890625,0.0,34.5668830871582,7,0,0,192.168.7.1,2.615549325942993,1,0,0,192.168.8.1,5.387504577636719,1,0,0,192.168.9.1,2.5536282062530518,1
33,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.798520803451538,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,1.0152121782302856,2,poll:PLC4:PLC4_T3,4.238951683044434,3,poll:PLC4:PLC4_T4,3.732304811477661,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,2.6717724800109863,2,poll:PLC9:PLC9_T7,2.6149075031280518,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.13623809814453,2.9755032062530518,95.97127532958984,95.9900894165039,2.807697296142578,5,0,0,192.168.2.1,2.798520803451538,0.9951844215393066,4.1927289962768555,3.681621789932251,4,0,0,192.168.3.1,28.92177391052246,91.73892974853516,25.942331314086914,25.88566780090332,87.503662109375,28.021774291992188,32.72524642944336,0.0,0.0,47.75856399536133,1.0152121782302856,103.00816345214844,12,0,0,192.168.4.1,4.238951683044434,3.732304811477661,2.615549325942993,2.5536282062530518,4,0,0,192.168.5.1,21.40532684326172,84.15208435058594,21.29580307006836,69.81432342529297,30.456254959106445,0.0,34.54779815673828,7,0,0,192.168.7.1,2.6717724800109863,1,0,0,192.168.8.1,5.413325786590576,1,0,0,192.168.9.1,2.6149075031280518,1
34,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.789414882659912,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,1.0351369380950928,2,poll:PLC4:PLC4_T3,4.285151481628418,3,poll:PLC4:PLC4_T4,3.7829508781433105,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,2.7279438972473145,2,poll:PLC9:PLC9_T7,2.6760404109954834,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.13372039794922,2.97550106048584,95.9759750366211,95.99478912353516,2.798520803451538,5,0,0,192.168.2.1,2.789414882659912,1.0152121782302856,4.238951683044434,3.732304811477661,4,0,0,192.168.3.1,28.936767578125,91.7728500366211,25.9586124420166,25.901988983154297,87.54386901855469,28.036766052246094,32.714149475097656,0.0,0.0,47.74538040161133,1.0351369380950928,102.86801147460938,12,0,0,192.168.4.1,4.285151481628418,3.7829508781433105,2.6717724800109863,2.6149075031280518,4,0,0,192.168.5.1,21.406461715698242,84.185546875,21.29701805114746,69.85527038574219,30.44414520263672,0.0,34.52873229980469,7,0,0,192.168.7.1,2.7279438972473145,1,0,0,192.168.8.1,5.439188003540039,1,0,0,192.168.9.1,2.6760404109954834,1
35,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.7803795337677,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,1.0549591779708862,2,poll:PLC4:PLC4_T3,4.331329345703125,3,poll:PLC4:PLC4_T4,3.833559989929199,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,2.7840638160705566,2,poll:PLC9:PLC9_T7,2.737027645111084,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.13123321533203,2.975498676300049,95.98062133789062,95.99943542480469,2.789414882659912,5,0,0,192.168.2.1,2.7803795337677,1.0351369380950928,4.285151481628418,3.7829508781433105,4,0,0,192.168.3.1,28.95170021057129,91.80673217773438,25.974828720092773,25.918245315551758,87.58399200439453,28.051698684692383,32.703033447265625,0.0,0.0,47.732200622558594,1.0549591779708862,102.72843170166016,12,0,0,192.168.4.1,4.331329345703125,3.833559989929199,2.7279438972473145,2.6760404109954834,4,0,0,192.168.5.1,21.407629013061523,84.218994140625,21.29826545715332,69.89615631103516,30.43205451965332,0.0,34.509681701660156,7,0,0,192.168.7.1,2.7840638160705566,1,0,0,192.168.8.1,5.465090274810791,1,0,0,192.168.9.1,2.737027645111084,1
36,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.771414279937744,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,1.0746794939041138,2,poll:PLC4:PLC4_T3,4.377484321594238,3,poll:PLC4:PLC4_T4,3.884131669998169,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,2.840132236480713,2,poll:PLC9:PLC9_T7,2.797869920730591,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.12876510620117,2.975496530532837,95.9852294921875,96.0040512084961,2.7803795337677,5,0,0,192.168.2.1,2.771414279937744,1.0549591779708862,4.331329345703125,3.833559989929199,4,0,0,192.168.3.1,28.966571807861328,91.840576171875,25.99098014831543,25.934436798095703,87.62408447265625,28.066572189331055,32.69189453125,0.0,0.0,47.718994140625,1.0746794939041138,102.58941650390625,12,0,0,192.168.4.1,4.377484321594238,3.884131669998169,2.7840638160705566,2.737027645111084,4,0,0,192.168.5.1,21.40882682800293,84.2524185180664,21.299545288085938,69.93700408935547,30.41998291015625,0.0,34.49065017700195,7,0,0,192.168.7.1,2.840132236480713,1,0,0,192.168.8.1,5.491032600402832,1,0,0,192.168.9.1,2.797869920730591,1
37,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.7683305740356445,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,1.0814807415008545,2,poll:PLC4:PLC4_T3,4.393476486206055,3,poll:PLC4:PLC4_T4,3.9016501903533936,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,2.859551429748535,2,poll:PLC9:PLC9_T7,2.818911552429199,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.135887145996094,2.9755029678344727,95.971923828125,95.99073791503906,2.771414279937744,5,0,0,192.168.2.1,2.7683305740356445,1.0746794939041138,4.377484321594238,3.884131669998169,4,0,0,192.168.3.1,28.974637985229492,91.853271484375,25.99893569946289,25.942401885986328,87.63868713378906,28.07463836669922,32.688907623291016,0.0,0.0,47.71532440185547,1.0814807415008545,102.61481475830078,12,0,0,192.168.4.1,4.393476486206055,3.9016501903533936,2.840132236480713,2.797869920730591,4,0,0,192.168.5.1,21.68245506286621,84.37484741210938,21.580860137939453,73.96351623535156,29.24525260925293,0.0,34.577152252197266,7,0,0,192.168.7.1,2.859551429748535,1,0,0,192.168.8.1,5.5,1,0,0,192.168.9.1,2.818911552429199,1
38,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.7627828121185303,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,1.094316840171814,2,poll:PLC4:PLC4_T3,4.423612594604492,3,poll:PLC4:PLC4_T4,3.934659242630005,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,2.8963019847869873,2,poll:PLC9:PLC9_T7,2.877150535583496,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.347564697265625,2.975689649581909,95.57636260986328,95.59506225585938,2.7683305740356445,5,0,0,192.168.2.1,2.7627828121185303,1.0814807415008545,4.393476486206055,3.9016501903533936,4,0,0,192.168.3.1,29.06736946105957,92.7767562866211,26.099533081054688,26.044687271118164,89.07694244384766,28.167369842529297,32.16584777832031,0.0,0.0,46.96794891357422,1.094316840171814,103.4632339477539,12,0,0,192.168.4.1,4.423612594604492,3.934659242630005,2.859551429748535,2.818911552429199,4,0,0,192.168.5.1,22.119749069213867,85.42371368408203,22.02272605895996,76.59246063232422,28.52691078186035,0.0,34.213722229003906,7,0,0,192.168.7.1,2.8963019847869873,1,0,0,192.168.8.1,5.5,1,0,0,192.168.9.1,2.877150535583496,1
39,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.757359743118286,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,1.1158384084701538,2,poll:PLC4:PLC4_T3,4.4718732833862305,3,poll:PLC4:PLC4_T4,4.003202438354492,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,2.962601661682129,2,poll:PLC9:PLC9_T7,2.99617338180542,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.346736907958984,2.975688934326172,95.57791137695312,95.59661102294922,2.7627828121185303,5,0,0,192.168.2.1,2.757359743118286,1.094316840171814,4.423612594604492,3.934659242630005,4,0,0,192.168.3.1,29.084205627441406,92.81230163574219,26.117679595947266,26.062864303588867,89.12921905517578,28.184206008911133,32.15467834472656,0.0,0.0,46.948631286621094,1.1158384084701538,103.33003234863281,12,0,0,192.168.4.1,4.4718732833862305,4.003202438354492,2.8963019847869873,2.877150535583496,4,0,0,192.168.5.1,22.126121520996094,85.46469116210938,22.029237747192383,76.6651840209961,28.504785537719727,0.0,34.19307327270508,7,0,0,192.168.7.1,2.962601661682129,1,0,0,192.168.8.1,5.5,1,0,0,192.168.9.1,2.99617338180542,1
40,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.7520062923431396,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,1.1372690200805664,2,poll:PLC4:PLC4_T3,4.520111560821533,3,poll:PLC4:PLC4_T4,4.071691513061523,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,3.0288455486297607,2,poll:PLC9:PLC9_T7,3.113712787628174,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.345951080322266,2.9756882190704346,95.57938385009766,95.59808349609375,2.757359743118286,5,0,0,192.168.2.1,2.7520062923431396,1.1158384084701538,4.4718732833862305,4.003202438354492,4,0,0,192.168.3.1,29.100997924804688,92.84782409667969,26.13577651977539,26.08099365234375,89.18144226074219,28.200998306274414,32.143489837646484,0.0,0.0,46.92930603027344,1.1372690200805664,103.1973876953125,12,0,0,192.168.4.1,4.520111560821533,4.071691513061523,2.962601661682129,2.99617338180542,4,0,0,192.168.5.1,22.133241653442383,85.50594329833984,22.036518096923828,76.74816131591797,28.47945213317871,0.0,34.17267608642578,7,0,0,192.168.7.1,3.0288455486297607,1,0,0,192.168.8.1,5.5,1,0,0,192.168.9.1,3.113712787628174,1
41,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.7467236518859863,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,1.1586092710494995,2,poll:PLC4:PLC4_T3,4.568326950073242,3,poll:PLC4:PLC4_T4,4.140125751495361,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,3.095034122467041,2,poll:PLC9:PLC9_T7,3.231062173843384,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.345184326171875,2.9756875038146973,95.580810546875,95.59951782226562,2.7520062923431396,5,0,0,192.168.2.1,2.7467236518859863,1.1372690200805664,4.520111560821533,4.071691513061523,4,0,0,192.168.3.1,29.117738723754883,92.88330078125,26.15381622314453,26.099063873291016,89.23358917236328,28.217737197875977,32.132286071777344,0.0,0.0,46.90997314453125,1.1586092710494995,103.0652847290039,12,0,0,192.168.4.1,4.568326950073242,4.140125751495361,3.0288455486297607,3.113712787628174,4,0,0,192.168.5.1,22.14038848876953,85.54717254638672,22.043825149536133,76.83094787597656,28.454153060913086,0.0,34.15229797363281,7,0,0,192.168.7.1,3.095034122467041,1,0,0,192.168.8.1,5.5,1,0,0,192.168.9.1,3.231062173843384,1
42,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.741511344909668,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,1.1798597574234009,2,poll:PLC4:PLC4_T3,4.616519451141357,3,poll:PLC4:PLC4_T4,4.208505153656006,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,3.161167860031128,2,poll:PLC9:PLC9_T7,3.348222255706787,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.34444808959961,2.97568678855896,95.58219909667969,95.60089874267578,2.7467236518859863,5,0,0,192.168.2.1,2.741511344909668,1.1586092710494995,4.568326950073242,4.140125751495361,4,0,0,192.168.3.1,29.134428024291992,92.91874694824219,26.17180061340332,26.11707878112793,89.28572082519531,28.234426498413086,32.12106704711914,0.0,0.0,46.89060974121094,1.1798597574234009,102.93370819091797,12,0,0,192.168.4.1,4.616519451141357,4.208505153656006,3.095034122467041,3.231062173843384,4,0,0,192.168.5.1,22.147567749023438,85.58838653564453,22.05116081237793,76.91361236572266,28.428874969482422,0.0,34.13193130493164,7,0,0,192.168.7.1,3.161167860031128,1,0,0,192.168.8.1,5.5,1,0,0,192.168.9.1,3.348222255706787,1
43,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.7363691329956055,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,1.2010208368301392,2,poll:PLC4:PLC4_T3,4.664689540863037,3,poll:PLC4:PLC4_T4,4.276830673217773,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,3.2272465229034424,2,poll:PLC9:PLC9_T7,3.4651925563812256,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.34373092651367,2.9756860733032227,95.58353424072266,95.60223388671875,2.741511344909668,5,0,0,192.168.2.1,2.7363691329956055,1.1798597574234009,4.616519451141357,4.208505153656006,4,0,0,192.168.3.1,29.151063919067383,92.95415496826172,26.189727783203125,26.13503646850586,89.3377685546875,28.251062393188477,32.10982894897461,0.0,0.0,46.871246337890625,1.2010208368301392,102.80267333984375,12,0,0,192.168.4.1,4.664689540863037,4.276830673217773,3.161167860031128,3.348222255706787,4,0,0,192.168.5.1,22.154775619506836,85.62957000732422,22.058528900146484,76.99614715576172,28.403615951538086,0.0,34.1115837097168,7,0,0,192.168.7.1,3.2272465229034424,1,0,0,192.168.8.1,5.5,1,0,0,192.168.9.1,3.4651925563812256,1
44,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.731297016143799,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,1.222093105316162,2,poll:PLC4:PLC4_T3,4.712836742401123,3,poll:PLC4:PLC4_T4,4.345101356506348,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,3.2932701110839844,2,poll:PLC9:PLC9_T7,3.5819737911224365,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.34304428100586,2.9756855964660645,95.58482360839844,95.60352325439453,2.7363691329956055,5,0,0,192.168.2.1,2.731297016143799,1.2010208368301392,4.664689540863037,4.276830673217773,4,0,0,192.168.3.1,29.167648315429688,92.9895248413086,26.207597732543945,26.152938842773438,89.38975524902344,28.267648696899414,32.09857177734375,0.0,0.0,46.851871490478516,1.222093105316162,102.67216491699219,12,0,0,192.168.4.1,4.712836742401123,4.345101356506348,3.2272465229034424,3.4651925563812256,4,0,0,192.168.5.1,22.162015914916992,85.67074584960938,22.06592559814453,77.07855987548828,28.378379821777344,0.0,34.09125518798828,7,0,0,192.168.7.1,3.2932701110839844,1,0,0,192.168.8.1,5.5,1,0,0,192.168.9.1,3.5819737911224365,1
45,35,0,0,6,0,0,0,192.168.1.1,0,1,poll:PLC2:PLC2_T1,2.72629451751709,1,0,192.168.2.1,0,1,poll:PLC3:PLC3_T2,1.243077039718628,2,poll:PLC4:PLC4_T3,4.760961055755615,3,poll:PLC4:PLC4_T4,4.4133172035217285,3,0,192.168.3.1,0,0,0,192.168.4.1,0,1,poll:PLC7:PLC7_T5,3.359238862991333,2,poll:PLC9:PLC9_T7,3.69856595993042,2,0,192.168.5.1,0,0,0,192.168.7.1,0,0,0,192.168.8.1,0,0,0,192.168.9.1,0,0,0,0,192.168.1.1,35.342376708984375,2.975684881210327,95.58606719970703,95.60476684570312,2.731297016143799,5,0,0,192.168.2.1,2.72629451751709,1.222093105316162,4.712836742401123,4.345101356506348,4,0,0,192.168.3.1,29.18418312072754,93.02485656738281,26.225414276123047,26.170785903930664,89.44168853759766,28.284181594848633,32.087303161621094,0.0,0.0,46.83248519897461,1.243077039718628,102.54219055175781,12,0,0,192.168.4.1,4.760961055755615,4.4133172035217285,3.2932701110839844,3.5819737911224365,4,0,0,192.168.5.1,22.16928482055664,85.7118911743164,22.073354721069336,77.16084289550781,28.35316276550293,0.0,34.07094192504883,7,0,0,192.168.7.1,3.359238862991333,1,0,0,192.168.8.1,5.5,1,0,0,192.168.9.1,3.69856595993042,1
